"","cue","target","cond","ResponseID","Finished","Progress","question","condition","dis","token","acc"
"1278","angle","corner","generate","T44",TRUE,100,"Q434","Generate","disfluent","0",0
"1279","angle","corner","generate","T7",TRUE,100,"Q434","Generate","disfluent","0",0
"1280","angle","corner","generate","T24",TRUE,100,"Q434","Generate","disfluent","0",0
"1281","angle","corner","generate","T32",TRUE,100,"Q434","Generate","disfluent","0",0
"1282","angle","corner","generate","T42",TRUE,100,"Q434","Generate","disfluent","corner",1
"1283","angle","corner","generate","T57",TRUE,100,"Q434","Generate","disfluent","graph",0
"1284","angle","corner","generate","T60",TRUE,100,"Q434","Generate","disfluent","corner",1
"1285","angle","corner","generate","T27",TRUE,100,"Q434","Generate","disfluent","corner",1
"1286","angle","corner","generate","T62",TRUE,100,"Q434","Generate","disfluent","corner",1
"1287","angle","corner","generate","T31",TRUE,100,"Q434","Generate","disfluent","math",0
"1288","angle","corner","generate","T30",TRUE,100,"Q434","Generate","disfluent","0",0
"1289","angle","corner","generate","T26",TRUE,100,"Q434","Generate","disfluent","corner",1
"1290","angle","corner","generate","T59",TRUE,100,"Q434","Generate","disfluent","bend",0
"1291","angle","corner","generate","T14",TRUE,100,"Q434","Generate","disfluent","right",0
"1292","angle","corner","generate","T40",TRUE,100,"Q434","Generate","disfluent","curve",0
"1293","angle","corner","generate","T8",TRUE,100,"Q434","Generate","disfluent","0",0
"1294","angle","corner","generate","T34",TRUE,100,"Q434","Generate","disfluent","corner",1
"1295","angle","corner","generate","T52",TRUE,100,"Q434","Generate","disfluent","0",0
"1296","angle","corner","generate","T47",FALSE,99,"Q434","Generate","disfluent","0",0
"1297","angle","corner","generate","T54",TRUE,100,"Q434","Generate","disfluent","corner",1
"1298","angle","corner","generate","T56",TRUE,100,"Q434","Generate","disfluent","corners",0
"1299","angle","corner","generate","T51",TRUE,100,"Q434","Generate","disfluent","0",0
"1300","angle","corner","generate","T12",TRUE,100,"Q434","Generate","disfluent","corner",1
"1301","angle","corner","generate","T43",TRUE,100,"Q434","Generate","disfluent","0",0
"1302","angle","corner","generate","T11",TRUE,100,"Q434","Generate","disfluent","right",0
"1303","angle","corner","generate","T35",TRUE,100,"Q434","Generate","disfluent","corner",1
"1304","angle","corner","generate","T9",TRUE,100,"Q434","Generate","disfluent","corner",1
"1305","angle","corner","generate","T49",TRUE,100,"Q434","Generate","disfluent","corner",1
"1306","angle","corner","generate","T16",TRUE,100,"Q434","Generate","disfluent","corner",1
"1307","angle","corner","generate","T36",TRUE,100,"Q434","Generate","disfluent","0",0
"1308","angle","corner","generate","T19",TRUE,100,"Q434","Generate","disfluent","0",0
"1309","angle","corner","generate","T53",TRUE,100,"Q434","Generate","disfluent","rope",0
"1310","angle","corner","generate","T3",TRUE,100,"Q434","Generate","disfluent","corner",1
"1311","angle","corner","generate","T41",TRUE,100,"Q434","Generate","disfluent","0",0
"1312","angle","corner","generate","T23",TRUE,100,"Q434","Generate","disfluent","ruler",0
"1313","angle","corner","generate","T39",TRUE,100,"Q434","Generate","disfluent","0",0
"1314","angle","corner","generate","T58",TRUE,100,"Q434","Generate","disfluent","corner",1
"1315","angle","corner","generate","T45",TRUE,100,"Q434","Generate","disfluent","nose",0
"1316","angle","corner","generate","T50",TRUE,100,"Q434","Generate","disfluent","0",0
"1317","angle","corner","generate","T33",TRUE,100,"Q434","Generate","disfluent","shape",0
"1318","angle","corner","generate","T25",TRUE,100,"Q434","Generate","disfluent","corner",1
"1319","angle","corner","generate","T10",TRUE,100,"Q434","Generate","disfluent","curve",0
"1320","angle","corner","generate","T46",TRUE,100,"Q434","Generate","disfluent","corner",1
"1321","angle","corner","generate","T15",TRUE,100,"Q434","Generate","disfluent","corner",1
"1322","angle","corner","generate","T29",TRUE,100,"Q434","Generate","disfluent","curve",0
"1323","angle","corner","generate","T6",TRUE,100,"Q434","Generate","disfluent","corner",1
"1324","angle","corner","generate","T21",TRUE,100,"Q434","Generate","disfluent","corner",1
"1325","angle","corner","generate","T13",TRUE,100,"Q434","Generate","disfluent","corner",1
"1326","angle","corner","generate","T2",FALSE,99,"Q434","Generate","disfluent","corner",1
"1327","angle","corner","generate","T63",TRUE,100,"Q434","Generate","disfluent","queen",0
"1328","angle","corner","generate","T37",TRUE,100,"Q434","Generate","disfluent","0",0
"1329","angle","corner","generate","T17",TRUE,100,"Q434","Generate","disfluent","slide",0
"1330","angle","corner","generate","T61",TRUE,100,"Q434","Generate","disfluent","slope",0
"1331","angle","corner","generate","T22",TRUE,100,"Q434","Generate","disfluent","0",0
"1332","angle","corner","generate","T4",TRUE,100,"Q434","Generate","disfluent","corner",1
"1333","angle","corner","generate","T55",TRUE,100,"Q434","Generate","disfluent","corne",0
"1334","angle","corner","generate","T48",TRUE,100,"Q434","Generate","disfluent","0",0
"1335","block","street","generate","T18",TRUE,100,"Q435","Generate","disfluent","street",1
"1336","block","street","generate","T44",TRUE,100,"Q435","Generate","disfluent","street",1
"1337","block","street","generate","T7",TRUE,100,"Q435","Generate","disfluent","0",0
"1338","block","street","generate","T24",TRUE,100,"Q435","Generate","disfluent","0",0
"1339","block","street","generate","T32",TRUE,100,"Q435","Generate","disfluent","0",0
"1340","block","street","generate","T42",TRUE,100,"Q435","Generate","disfluent","street",1
"1341","block","street","generate","T57",TRUE,100,"Q435","Generate","disfluent","side",0
"1342","block","street","generate","T60",TRUE,100,"Q435","Generate","disfluent","street",1
"1343","block","street","generate","T27",TRUE,100,"Q435","Generate","disfluent","street",1
"1344","block","street","generate","T62",TRUE,100,"Q435","Generate","disfluent","party",0
"1345","block","street","generate","T31",TRUE,100,"Q435","Generate","disfluent","bridgade",0
"1346","block","street","generate","T30",TRUE,100,"Q435","Generate","disfluent","0",0
"1347","block","street","generate","T26",TRUE,100,"Q435","Generate","disfluent","neighborhood",0
"1348","block","street","generate","T59",TRUE,100,"Q435","Generate","disfluent","street",1
"1349","block","street","generate","T14",TRUE,100,"Q435","Generate","disfluent","street",1
"1350","block","street","generate","T40",TRUE,100,"Q435","Generate","disfluent","street",1
"1351","block","street","generate","T8",TRUE,100,"Q435","Generate","disfluent","0",0
"1352","block","street","generate","T34",TRUE,100,"Q435","Generate","disfluent","start",0
"1353","block","street","generate","T52",TRUE,100,"Q435","Generate","disfluent","corner",0
"1354","block","street","generate","T47",FALSE,99,"Q435","Generate","disfluent","0",0
"1355","block","street","generate","T54",TRUE,100,"Q435","Generate","disfluent","street",1
"1356","block","street","generate","T56",TRUE,100,"Q435","Generate","disfluent","0",0
"1357","block","street","generate","T51",TRUE,100,"Q435","Generate","disfluent","0",0
"1358","block","street","generate","T12",TRUE,100,"Q435","Generate","disfluent","strait",0
"1359","block","street","generate","T43",TRUE,100,"Q435","Generate","disfluent","0",0
"1360","block","street","generate","T11",TRUE,100,"Q435","Generate","disfluent","cement",0
"1361","block","street","generate","T35",TRUE,100,"Q435","Generate","disfluent","0",0
"1362","block","street","generate","T9",TRUE,100,"Q435","Generate","disfluent","street",1
"1363","block","street","generate","T49",TRUE,100,"Q435","Generate","disfluent","street",1
"1364","block","street","generate","T16",TRUE,100,"Q435","Generate","disfluent","passage",0
"1365","block","street","generate","T36",TRUE,100,"Q435","Generate","disfluent","street",1
"1366","block","street","generate","T19",TRUE,100,"Q435","Generate","disfluent","0",0
"1367","block","street","generate","T53",TRUE,100,"Q435","Generate","disfluent","street",1
"1368","block","street","generate","T3",TRUE,100,"Q435","Generate","disfluent","straight",0
"1369","block","street","generate","T41",TRUE,100,"Q435","Generate","disfluent","0",0
"1370","block","street","generate","T23",TRUE,100,"Q435","Generate","disfluent","party",0
"1371","block","street","generate","T39",TRUE,100,"Q435","Generate","disfluent","street",1
"1372","block","street","generate","T58",TRUE,100,"Q435","Generate","disfluent","street",1
"1373","block","street","generate","T45",TRUE,100,"Q435","Generate","disfluent","book",0
"1374","block","street","generate","T50",TRUE,100,"Q435","Generate","disfluent","0",0
"1375","block","street","generate","T33",TRUE,100,"Q435","Generate","disfluent","ice",0
"1376","block","street","generate","T25",TRUE,100,"Q435","Generate","disfluent","street",1
"1377","block","street","generate","T10",TRUE,100,"Q435","Generate","disfluent","base",0
"1378","block","street","generate","T46",TRUE,100,"Q435","Generate","disfluent","party",0
"1379","block","street","generate","T15",TRUE,100,"Q435","Generate","disfluent","cube",0
"1380","block","street","generate","T29",TRUE,100,"Q435","Generate","disfluent","0",0
"1381","block","street","generate","T6",TRUE,100,"Q435","Generate","disfluent","street",1
"1382","block","street","generate","T21",TRUE,100,"Q435","Generate","disfluent","street",1
"1383","block","street","generate","T13",TRUE,100,"Q435","Generate","disfluent","angle",0
"1384","block","street","generate","T2",FALSE,99,"Q435","Generate","disfluent","street",1
"1385","block","street","generate","T63",TRUE,100,"Q435","Generate","disfluent","board",0
"1386","block","street","generate","T37",TRUE,100,"Q435","Generate","disfluent","0",0
"1387","block","street","generate","T17",TRUE,100,"Q435","Generate","disfluent","able",0
"1388","block","street","generate","T61",TRUE,100,"Q435","Generate","disfluent","brick",0
"1389","block","street","generate","T22",TRUE,100,"Q435","Generate","disfluent","0",0
"1390","block","street","generate","T4",TRUE,100,"Q435","Generate","disfluent","street",1
"1391","block","street","generate","T55",TRUE,100,"Q435","Generate","disfluent","street",1
"1392","block","street","generate","T48",TRUE,100,"Q435","Generate","disfluent","0",0
"1393","throat ","voice ","generate","T18",TRUE,100,"Q436","Generate","disfluent","voice",0
"1394","throat ","voice ","generate","T44",TRUE,100,"Q436","Generate","disfluent","0",0
"1395","throat ","voice ","generate","T7",TRUE,100,"Q436","Generate","disfluent","voice",0
"1396","throat ","voice ","generate","T24",TRUE,100,"Q436","Generate","disfluent","0",0
"1397","throat ","voice ","generate","T32",TRUE,100,"Q436","Generate","disfluent","0",0
"1398","throat ","voice ","generate","T42",TRUE,100,"Q436","Generate","disfluent","0",0
"1399","throat ","voice ","generate","T57",TRUE,100,"Q436","Generate","disfluent","swallow",0
"1400","throat ","voice ","generate","T60",TRUE,100,"Q436","Generate","disfluent","voice",0
"1401","throat ","voice ","generate","T27",TRUE,100,"Q436","Generate","disfluent","voice",0
"1402","throat ","voice ","generate","T62",TRUE,100,"Q436","Generate","disfluent","voice",0
"1403","throat ","voice ","generate","T31",TRUE,100,"Q436","Generate","disfluent","sore",0
"1404","throat ","voice ","generate","T30",TRUE,100,"Q436","Generate","disfluent","voice",0
"1405","throat ","voice ","generate","T26",TRUE,100,"Q436","Generate","disfluent","vaccine",0
"1406","throat ","voice ","generate","T59",TRUE,100,"Q436","Generate","disfluent","vocal",0
"1407","throat ","voice ","generate","T14",TRUE,100,"Q436","Generate","disfluent","sore",0
"1408","throat ","voice ","generate","T40",TRUE,100,"Q436","Generate","disfluent","voice",0
"1409","throat ","voice ","generate","T8",TRUE,100,"Q436","Generate","disfluent","vaccine",0
"1410","throat ","voice ","generate","T34",TRUE,100,"Q436","Generate","disfluent","vocal",0
"1411","throat ","voice ","generate","T52",TRUE,100,"Q436","Generate","disfluent","0",0
"1412","throat ","voice ","generate","T47",FALSE,99,"Q436","Generate","disfluent","0",0
"1413","throat ","voice ","generate","T54",TRUE,100,"Q436","Generate","disfluent","mouth",0
"1414","throat ","voice ","generate","T56",TRUE,100,"Q436","Generate","disfluent","voice",0
"1415","throat ","voice ","generate","T51",TRUE,100,"Q436","Generate","disfluent","0",0
"1416","throat ","voice ","generate","T12",TRUE,100,"Q436","Generate","disfluent","voice",0
"1417","throat ","voice ","generate","T43",TRUE,100,"Q436","Generate","disfluent","0",0
"1418","throat ","voice ","generate","T11",TRUE,100,"Q436","Generate","disfluent","sore",0
"1419","throat ","voice ","generate","T35",TRUE,100,"Q436","Generate","disfluent","0",0
"1420","throat ","voice ","generate","T9",TRUE,100,"Q436","Generate","disfluent","0",0
"1421","throat ","voice ","generate","T49",TRUE,100,"Q436","Generate","disfluent","talk",0
"1422","throat ","voice ","generate","T16",TRUE,100,"Q436","Generate","disfluent","drink",0
"1423","throat ","voice ","generate","T36",TRUE,100,"Q436","Generate","disfluent","voice",0
"1424","throat ","voice ","generate","T19",TRUE,100,"Q436","Generate","disfluent","neck",0
"1425","throat ","voice ","generate","T53",TRUE,100,"Q436","Generate","disfluent","vocal",0
"1426","throat ","voice ","generate","T3",TRUE,100,"Q436","Generate","disfluent","voice",0
"1427","throat ","voice ","generate","T41",TRUE,100,"Q436","Generate","disfluent","vocal",0
"1428","throat ","voice ","generate","T23",TRUE,100,"Q436","Generate","disfluent","neck",0
"1429","throat ","voice ","generate","T39",TRUE,100,"Q436","Generate","disfluent","voice",0
"1430","throat ","voice ","generate","T58",TRUE,100,"Q436","Generate","disfluent","vocal",0
"1431","throat ","voice ","generate","T45",TRUE,100,"Q436","Generate","disfluent","neck",0
"1432","throat ","voice ","generate","T50",TRUE,100,"Q436","Generate","disfluent","0",0
"1433","throat ","voice ","generate","T33",TRUE,100,"Q436","Generate","disfluent","torax",0
"1434","throat ","voice ","generate","T25",TRUE,100,"Q436","Generate","disfluent","voice",0
"1435","throat ","voice ","generate","T10",TRUE,100,"Q436","Generate","disfluent","curve",0
"1436","throat ","voice ","generate","T46",TRUE,100,"Q436","Generate","disfluent","voice",0
"1437","throat ","voice ","generate","T15",TRUE,100,"Q436","Generate","disfluent","voice",0
"1438","throat ","voice ","generate","T29",TRUE,100,"Q436","Generate","disfluent","voice",0
"1439","throat ","voice ","generate","T6",TRUE,100,"Q436","Generate","disfluent","voice",0
"1440","throat ","voice ","generate","T21",TRUE,100,"Q436","Generate","disfluent","voice",0
"1441","throat ","voice ","generate","T13",TRUE,100,"Q436","Generate","disfluent","neck",0
"1442","throat ","voice ","generate","T2",FALSE,99,"Q436","Generate","disfluent","voice",0
"1443","throat ","voice ","generate","T63",TRUE,100,"Q436","Generate","disfluent","part",0
"1444","throat ","voice ","generate","T37",TRUE,100,"Q436","Generate","disfluent","voice",0
"1445","throat ","voice ","generate","T17",TRUE,100,"Q436","Generate","disfluent","mouth",0
"1446","throat ","voice ","generate","T61",TRUE,100,"Q436","Generate","disfluent","voice",0
"1447","throat ","voice ","generate","T22",TRUE,100,"Q436","Generate","disfluent","voice",0
"1448","throat ","voice ","generate","T4",TRUE,100,"Q436","Generate","disfluent","voice",0
"1449","throat ","voice ","generate","T55",TRUE,100,"Q436","Generate","disfluent","voice",0
"1450","throat ","voice ","generate","T48",TRUE,100,"Q436","Generate","disfluent","0",0
"1451","child","mother","generate","T18",TRUE,100,"Q437","Generate","disfluent","mother",1
"1452","child","mother","generate","T44",TRUE,100,"Q437","Generate","disfluent","0",0
"1453","child","mother","generate","T7",TRUE,100,"Q437","Generate","disfluent","mother",1
"1454","child","mother","generate","T24",TRUE,100,"Q437","Generate","disfluent","star",0
"1455","child","mother","generate","T32",TRUE,100,"Q437","Generate","disfluent","0",0
"1456","child","mother","generate","T42",TRUE,100,"Q437","Generate","disfluent","mother",1
"1457","child","mother","generate","T57",TRUE,100,"Q437","Generate","disfluent","kid",0
"1458","child","mother","generate","T60",TRUE,100,"Q437","Generate","disfluent","mother",1
"1459","child","mother","generate","T27",TRUE,100,"Q437","Generate","disfluent","mother",1
"1460","child","mother","generate","T62",TRUE,100,"Q437","Generate","disfluent","mother",1
"1461","child","mother","generate","T31",TRUE,100,"Q437","Generate","disfluent","help",0
"1462","child","mother","generate","T30",TRUE,100,"Q437","Generate","disfluent","mother",1
"1463","child","mother","generate","T26",TRUE,100,"Q437","Generate","disfluent","adult",0
"1464","child","mother","generate","T59",TRUE,100,"Q437","Generate","disfluent","mother",1
"1465","child","mother","generate","T14",TRUE,100,"Q437","Generate","disfluent","parent",0
"1466","child","mother","generate","T40",TRUE,100,"Q437","Generate","disfluent","0",0
"1467","child","mother","generate","T8",TRUE,100,"Q437","Generate","disfluent","mother",1
"1468","child","mother","generate","T34",TRUE,100,"Q437","Generate","disfluent","mother",1
"1469","child","mother","generate","T52",TRUE,100,"Q437","Generate","disfluent","mother",1
"1470","child","mother","generate","T47",FALSE,99,"Q437","Generate","disfluent","0",0
"1471","child","mother","generate","T54",TRUE,100,"Q437","Generate","disfluent","mother",1
"1472","child","mother","generate","T56",TRUE,100,"Q437","Generate","disfluent","mother",1
"1473","child","mother","generate","T51",TRUE,100,"Q437","Generate","disfluent","0",0
"1474","child","mother","generate","T12",TRUE,100,"Q437","Generate","disfluent","mother",1
"1475","child","mother","generate","T43",TRUE,100,"Q437","Generate","disfluent","0",0
"1476","child","mother","generate","T11",TRUE,100,"Q437","Generate","disfluent","mother",1
"1477","child","mother","generate","T35",TRUE,100,"Q437","Generate","disfluent","0",0
"1478","child","mother","generate","T9",TRUE,100,"Q437","Generate","disfluent","0",0
"1479","child","mother","generate","T49",TRUE,100,"Q437","Generate","disfluent","0",0
"1480","child","mother","generate","T16",TRUE,100,"Q437","Generate","disfluent","care",0
"1481","child","mother","generate","T36",TRUE,100,"Q437","Generate","disfluent","mother",1
"1482","child","mother","generate","T19",TRUE,100,"Q437","Generate","disfluent","mother",1
"1483","child","mother","generate","T53",TRUE,100,"Q437","Generate","disfluent","mother",1
"1484","child","mother","generate","T3",TRUE,100,"Q437","Generate","disfluent","mother",1
"1485","child","mother","generate","T41",TRUE,100,"Q437","Generate","disfluent","mother",1
"1486","child","mother","generate","T23",TRUE,100,"Q437","Generate","disfluent","parent",0
"1487","child","mother","generate","T39",TRUE,100,"Q437","Generate","disfluent","mother",1
"1488","child","mother","generate","T58",TRUE,100,"Q437","Generate","disfluent","mother",1
"1489","child","mother","generate","T45",TRUE,100,"Q437","Generate","disfluent","kid",0
"1490","child","mother","generate","T50",TRUE,100,"Q437","Generate","disfluent","0",0
"1491","child","mother","generate","T33",TRUE,100,"Q437","Generate","disfluent","mother",1
"1492","child","mother","generate","T25",TRUE,100,"Q437","Generate","disfluent","mother",1
"1493","child","mother","generate","T10",TRUE,100,"Q437","Generate","disfluent","teenager",0
"1494","child","mother","generate","T46",TRUE,100,"Q437","Generate","disfluent","mother",1
"1495","child","mother","generate","T15",TRUE,100,"Q437","Generate","disfluent","mother",1
"1496","child","mother","generate","T29",TRUE,100,"Q437","Generate","disfluent","mother",1
"1497","child","mother","generate","T6",TRUE,100,"Q437","Generate","disfluent","mother",1
"1498","child","mother","generate","T21",TRUE,100,"Q437","Generate","disfluent","mother",1
"1499","child","mother","generate","T13",TRUE,100,"Q437","Generate","disfluent","mother",1
"1500","child","mother","generate","T2",FALSE,99,"Q437","Generate","disfluent","mother",1
"1501","child","mother","generate","T63",TRUE,100,"Q437","Generate","disfluent","game",0
"1502","child","mother","generate","T37",TRUE,100,"Q437","Generate","disfluent","mother",1
"1503","child","mother","generate","T17",TRUE,100,"Q437","Generate","disfluent","proof",0
"1504","child","mother","generate","T61",TRUE,100,"Q437","Generate","disfluent","mother",1
"1505","child","mother","generate","T22",TRUE,100,"Q437","Generate","disfluent","mother",1
"1506","child","mother","generate","T4",TRUE,100,"Q437","Generate","disfluent","mother",1
"1507","child","mother","generate","T55",TRUE,100,"Q437","Generate","disfluent","mother",1
"1508","child","mother","generate","T48",TRUE,100,"Q437","Generate","disfluent","0",0
"1509","factory","product","generate","T18",TRUE,100,"Q438","Generate","disfluent","0",0
"1510","factory","product","generate","T44",TRUE,100,"Q438","Generate","disfluent","product",1
"1511","factory","product","generate","T7",TRUE,100,"Q438","Generate","disfluent","product",1
"1512","factory","product","generate","T24",TRUE,100,"Q438","Generate","disfluent","shop",0
"1513","factory","product","generate","T32",TRUE,100,"Q438","Generate","disfluent","0",0
"1514","factory","product","generate","T42",TRUE,100,"Q438","Generate","disfluent","0",0
"1515","factory","product","generate","T57",TRUE,100,"Q438","Generate","disfluent","outlet",0
"1516","factory","product","generate","T60",TRUE,100,"Q438","Generate","disfluent","product",1
"1517","factory","product","generate","T27",TRUE,100,"Q438","Generate","disfluent","product",1
"1518","factory","product","generate","T62",TRUE,100,"Q438","Generate","disfluent","product",1
"1519","factory","product","generate","T31",TRUE,100,"Q438","Generate","disfluent","setting",0
"1520","factory","product","generate","T30",TRUE,100,"Q438","Generate","disfluent","product",1
"1521","factory","product","generate","T26",TRUE,100,"Q438","Generate","disfluent","worker",0
"1522","factory","product","generate","T59",TRUE,100,"Q438","Generate","disfluent","product",1
"1523","factory","product","generate","T14",TRUE,100,"Q438","Generate","disfluent","product",1
"1524","factory","product","generate","T40",TRUE,100,"Q438","Generate","disfluent","product",1
"1525","factory","product","generate","T8",TRUE,100,"Q438","Generate","disfluent","product",1
"1526","factory","product","generate","T34",TRUE,100,"Q438","Generate","disfluent","reset",0
"1527","factory","product","generate","T52",TRUE,100,"Q438","Generate","disfluent","0",0
"1528","factory","product","generate","T47",FALSE,99,"Q438","Generate","disfluent","0",0
"1529","factory","product","generate","T54",TRUE,100,"Q438","Generate","disfluent","product",1
"1530","factory","product","generate","T56",TRUE,100,"Q438","Generate","disfluent","worker",0
"1531","factory","product","generate","T51",TRUE,100,"Q438","Generate","disfluent","0",0
"1532","factory","product","generate","T12",TRUE,100,"Q438","Generate","disfluent","product",1
"1533","factory","product","generate","T43",TRUE,100,"Q438","Generate","disfluent","0",0
"1534","factory","product","generate","T11",TRUE,100,"Q438","Generate","disfluent","worker",0
"1535","factory","product","generate","T35",TRUE,100,"Q438","Generate","disfluent","0",0
"1536","factory","product","generate","T9",TRUE,100,"Q438","Generate","disfluent","store",0
"1537","factory","product","generate","T49",TRUE,100,"Q438","Generate","disfluent","0",0
"1538","factory","product","generate","T16",TRUE,100,"Q438","Generate","disfluent","worker",0
"1539","factory","product","generate","T36",TRUE,100,"Q438","Generate","disfluent","product",1
"1540","factory","product","generate","T19",TRUE,100,"Q438","Generate","disfluent","0",0
"1541","factory","product","generate","T53",TRUE,100,"Q438","Generate","disfluent","store",0
"1542","factory","product","generate","T3",TRUE,100,"Q438","Generate","disfluent","product",1
"1543","factory","product","generate","T41",TRUE,100,"Q438","Generate","disfluent","0",0
"1544","factory","product","generate","T23",TRUE,100,"Q438","Generate","disfluent","worker",0
"1545","factory","product","generate","T39",TRUE,100,"Q438","Generate","disfluent","product",1
"1546","factory","product","generate","T58",TRUE,100,"Q438","Generate","disfluent","product",1
"1547","factory","product","generate","T45",TRUE,100,"Q438","Generate","disfluent","group",0
"1548","factory","product","generate","T50",TRUE,100,"Q438","Generate","disfluent","0",0
"1549","factory","product","generate","T33",TRUE,100,"Q438","Generate","disfluent","product",1
"1550","factory","product","generate","T25",TRUE,100,"Q438","Generate","disfluent","product",1
"1551","factory","product","generate","T10",TRUE,100,"Q438","Generate","disfluent","worker",0
"1552","factory","product","generate","T46",TRUE,100,"Q438","Generate","disfluent","worker",0
"1553","factory","product","generate","T15",TRUE,100,"Q438","Generate","disfluent","products",0
"1554","factory","product","generate","T29",TRUE,100,"Q438","Generate","disfluent","0",0
"1555","factory","product","generate","T6",TRUE,100,"Q438","Generate","disfluent","product",1
"1556","factory","product","generate","T21",TRUE,100,"Q438","Generate","disfluent","product",1
"1557","factory","product","generate","T13",TRUE,100,"Q438","Generate","disfluent","product",1
"1558","factory","product","generate","T2",FALSE,99,"Q438","Generate","disfluent","smoke",0
"1559","factory","product","generate","T63",TRUE,100,"Q438","Generate","disfluent","product",1
"1560","factory","product","generate","T37",TRUE,100,"Q438","Generate","disfluent","0",0
"1561","factory","product","generate","T17",TRUE,100,"Q438","Generate","disfluent","make",0
"1562","factory","product","generate","T61",TRUE,100,"Q438","Generate","disfluent","product",1
"1563","factory","product","generate","T22",TRUE,100,"Q438","Generate","disfluent","0",0
"1564","factory","product","generate","T4",TRUE,100,"Q438","Generate","disfluent","machine",0
"1565","factory","product","generate","T55",TRUE,100,"Q438","Generate","disfluent","product",1
"1566","factory","product","generate","T48",TRUE,100,"Q438","Generate","disfluent","0",0
"1567","group","meeting","generate","T18",TRUE,100,"Q439","Generate","disfluent","0",0
"1568","group","meeting","generate","T44",TRUE,100,"Q439","Generate","disfluent","0",0
"1569","group","meeting","generate","T7",TRUE,100,"Q439","Generate","disfluent","0",0
"1570","group","meeting","generate","T24",TRUE,100,"Q439","Generate","disfluent","chat",0
"1571","group","meeting","generate","T32",TRUE,100,"Q439","Generate","disfluent","0",0
"1572","group","meeting","generate","T42",TRUE,100,"Q439","Generate","disfluent","meeting",1
"1573","group","meeting","generate","T57",TRUE,100,"Q439","Generate","disfluent","meeting",1
"1574","group","meeting","generate","T60",TRUE,100,"Q439","Generate","disfluent","meeting",1
"1575","group","meeting","generate","T27",TRUE,100,"Q439","Generate","disfluent","meeting",1
"1576","group","meeting","generate","T62",TRUE,100,"Q439","Generate","disfluent","meeting",1
"1577","group","meeting","generate","T31",TRUE,100,"Q439","Generate","disfluent","team",0
"1578","group","meeting","generate","T30",TRUE,100,"Q439","Generate","disfluent","meeting",1
"1579","group","meeting","generate","T26",TRUE,100,"Q439","Generate","disfluent","0",0
"1580","group","meeting","generate","T59",TRUE,100,"Q439","Generate","disfluent","meeting",1
"1581","group","meeting","generate","T14",TRUE,100,"Q439","Generate","disfluent","people",0
"1582","group","meeting","generate","T40",TRUE,100,"Q439","Generate","disfluent","0",0
"1583","group","meeting","generate","T8",TRUE,100,"Q439","Generate","disfluent","0",0
"1584","group","meeting","generate","T34",TRUE,100,"Q439","Generate","disfluent","team",0
"1585","group","meeting","generate","T52",TRUE,100,"Q439","Generate","disfluent","0",0
"1586","group","meeting","generate","T47",FALSE,99,"Q439","Generate","disfluent","0",0
"1587","group","meeting","generate","T54",TRUE,100,"Q439","Generate","disfluent","0",0
"1588","group","meeting","generate","T56",TRUE,100,"Q439","Generate","disfluent","0",0
"1589","group","meeting","generate","T51",TRUE,100,"Q439","Generate","disfluent","0",0
"1590","group","meeting","generate","T12",TRUE,100,"Q439","Generate","disfluent","0",0
"1591","group","meeting","generate","T43",TRUE,100,"Q439","Generate","disfluent","0",0
"1592","group","meeting","generate","T11",TRUE,100,"Q439","Generate","disfluent","people",0
"1593","group","meeting","generate","T35",TRUE,100,"Q439","Generate","disfluent","meeting",1
"1594","group","meeting","generate","T9",TRUE,100,"Q439","Generate","disfluent","0",0
"1595","group","meeting","generate","T49",TRUE,100,"Q439","Generate","disfluent","meeting",1
"1596","group","meeting","generate","T16",TRUE,100,"Q439","Generate","disfluent","setting",0
"1597","group","meeting","generate","T36",TRUE,100,"Q439","Generate","disfluent","meeting",1
"1598","group","meeting","generate","T19",TRUE,100,"Q439","Generate","disfluent","0",0
"1599","group","meeting","generate","T53",TRUE,100,"Q439","Generate","disfluent","meeting",1
"1600","group","meeting","generate","T3",TRUE,100,"Q439","Generate","disfluent","meeting",1
"1601","group","meeting","generate","T41",TRUE,100,"Q439","Generate","disfluent","people",0
"1602","group","meeting","generate","T23",TRUE,100,"Q439","Generate","disfluent","people",0
"1603","group","meeting","generate","T39",TRUE,100,"Q439","Generate","disfluent","0",0
"1604","group","meeting","generate","T58",TRUE,100,"Q439","Generate","disfluent","0",0
"1605","group","meeting","generate","T45",TRUE,100,"Q439","Generate","disfluent","single",0
"1606","group","meeting","generate","T50",TRUE,100,"Q439","Generate","disfluent","meeting",1
"1607","group","meeting","generate","T33",TRUE,100,"Q439","Generate","disfluent","task",0
"1608","group","meeting","generate","T25",TRUE,100,"Q439","Generate","disfluent","friends",0
"1609","group","meeting","generate","T10",TRUE,100,"Q439","Generate","disfluent","think",0
"1610","group","meeting","generate","T46",TRUE,100,"Q439","Generate","disfluent","meeting",1
"1611","group","meeting","generate","T15",TRUE,100,"Q439","Generate","disfluent","meeting",1
"1612","group","meeting","generate","T29",TRUE,100,"Q439","Generate","disfluent","0",0
"1613","group","meeting","generate","T6",TRUE,100,"Q439","Generate","disfluent","meeting",1
"1614","group","meeting","generate","T21",TRUE,100,"Q439","Generate","disfluent","montage",0
"1615","group","meeting","generate","T13",TRUE,100,"Q439","Generate","disfluent","meeting",1
